title,date,rating,review,isEdited,userName
ดีมากค่ะ,2021-03-14 08:54:10,5,ดีมากค่ะ,FALSE,tato_tal
..,2021-03-15 08:38:50,4,อยากให้ลงรายระเอียดไรเดอร์ กับgpsติดตามไรเดอร์จอกว้างขึ้น,FALSE,Mokumokuu
แอพนี้สนับสนุนพวก3 กีบ,2021-03-15 06:14:24,1,ถูกใจล้มเจ้า,FALSE,รากส
การชำระค่าใช้จ่าย,2021-03-14 16:41:26,1,หักเงินจาก ทรูมันนี่วอลเล็ทแล้ว แต่ออเดอร์ไม่ขึ้น ช่วยจัดการด้วยค่ะ,FALSE,อุบลนางรำหลวง
หามานานแล้วน้ำจิ้มแซ่บๆ แบบนี้,2021-03-14 04:18:47,5,"น้ำจิ้มแบบเผ็ดมาก เผ็ด เด็ด ไฟลุกถูกใจฝุดๆ 

ร้านจัดเซทเก่ง มาก วันนี้ลองเซทไส้กรอก Lover ถูกใจคนรักไส้กรอกจริงๆ ??",FALSE,LoveMe if YouDare
สั่ง kfc ไม่ได้,2021-03-14 08:49:01,1,สั่ง kfc ไม่ได้ เนื่องจากไม่สามารถเลือกเครื่องเคียงได้ ไม่รู้เป็นอะไร,FALSE,ghgggggggib
??เหมือนจะดี,2021-03-14 05:38:50,1,แย่มากแย่มากๆ เราเสียใจมากสั่งอาหารไปถูกยกเลิกตลอด หาไรท์เดอร์ไม่เจอเสียความรู้สึกเป็ยอย่างงี้ 2 3 ครั้งแล้ว,FALSE,เหมือนจะดีจริง
ไรเดอร์มารยาทดีงาม,2021-03-13 05:35:59,5,Rider สุภาพมากค่ะ,FALSE,oomypranisa
บฃค่าจัดส่ง,2021-03-14 04:06:23,1,ทำไม่ต้องคิดค่าส่งด้วย,FALSE,Mayree77
ค่าส่ง,2021-03-14 03:21:15,2,ตอนแรกไม่เก็บค่าส่ง เดี๋ยวนี้เก็บค่าส่งแล้ว กลับไปใช้Grabเหมือนเดิมดีกว่า,FALSE,quay long
แผนที่ระยะทาง,2021-03-13 10:42:53,4,ควรมีภาพแผนที่ขึ้นว่าไรเดอร์อยู่ตรงไหนๆแล้ว เหมือนค่ายอื่น นอกนั้นดีหมดขาดแค่นี้,FALSE,shhqsjlfahwkcoahsc
ที่อยู่,2021-03-13 06:27:20,4,ใส่เลขที่ตั้งจริงไม่ได้,FALSE,ปอ-อู
เลิกใช้,2021-03-13 01:20:47,3,ดีแตก ยกเลิกออเดอร์ เพราะไม่รับโทรศัพท์ยืนยัน ก็เบอร์มาจากมาเลเซีย ไม่มีใครรู้จักที่นั้น กลัวเป็นโจร ไม่รับอยู่แล้ว นี่ก็โดนมาสองครั้งแล้ว ครั้งแรก ไม่เห็นมีเหตุผล แย่นะ ไปใช้ Grab ล่ะ,FALSE,Goodbye-Panda
ควรปรับปรุงค่ะ,2021-03-13 04:05:32,2,ยังไม่เคยสั่งเลย เพราะแต่ก่อนเข้าแอป foodpanda ทีไรเด้งออกตลอด แต่วันนี้ลองเข้าใหม่แล้วได้ และเห็นว่ามีโค้ดส่วนลดลูกค้าใหม่จึงตัดสินใจสั่ง พอกรอกโค้ดไปตอนแรกใช้ได้ แต่เมื่อถึงหน้าชำระเงินก็กรอกบัตรเครดิต แต่แอปเด้งว่าบัตรไม่ถูกต้อง ทั้งที่ใช้บัตรนี้มาตลอดไม่เคยมีปัญหา แต่ก็เปลี่ยนบัตรใหม่ ปรากฏว่าแอปเด้งว่าเราใช้โค้ดเต็มจำนวนแล้วทั้งที่ยังไม่เคยใช้ แล้วบัตรใหม่ที่กรอกข้อมูลก็ขึ้นว่าบัตรไม่ถูกต้องอีก สุดท้ายต้องเลือกชำระเงินสด,FALSE,Deer..Deer
ความรวดเร็ว,2021-03-12 09:35:34,5,ดีคะ,FALSE,เพื่อน1
App เลือกข้าง,2021-03-13 01:11:57,1,ดีใจที่ไม่คิดจะสั่งผ่านแอฟนี้ บ๊ายบาย ถาวร,FALSE,BeeGD
ดีมากค่ะ แอปนี้ ????,2021-03-11 09:31:33,5,"ชอบมาก รู้สึกขอบคุณ ให้ความสะดวก สบาย 
????รักเลย ????????????????",FALSE,worachaya maya
ไม่เคยทันคูปอง,2021-03-12 04:35:10,3,ไม่เคยทันคูปองส่วนลดประจำวันหรือว่ามันไม่มีอยู่จริง,FALSE,ชื่อนี้ไม่น่าซ้ำกับใครแล้ว
ระบบห่วยมาก????,2021-03-11 14:56:00,1,????,FALSE,....22...
ยกเลิกเก่ง,2021-03-11 14:09:03,1,ยกเลิกเองเก่งนักนะ,FALSE,ลูกอิยกเลิก
ระบุตำแหน่ง,2021-03-11 12:59:42,2,ใช้ยาก,FALSE,iamtheCustomer
ยอดเยี่ยม,2021-03-11 06:01:34,5,ถูกใจเป็นอย่างยิ่ง..,FALSE,mobile_life
ส่งช้าแต่ลดเยอะนะ,2021-03-09 12:31:00,5,"ส่งช้าแต่ลดเยอะนะ
เดือนๆนึงจะมีโค้ดลดเยอะๆ ต้องเข้ามาดุบ่อยๆ",FALSE,benedixs
วันที่28/02/64 ตัดเงินผ่านบัตรแต่ของไม่ได้ งง,2021-03-10 18:23:09,1,ล่าสุด สั่งอาหารไป ร้านยกเลิกแต่มีการตัดเงินผ่านบัตร 89บาท ไม่รู้จะได้คืนเมื่อไหร่ ทำงานล่าช้า ไม่ได้เรื่อง,FALSE,kullanar
โค้ดสำหรับลคใหม่โดนยกเลิกไม่บอกสาเหตุ,2021-03-10 11:54:29,1,พอกดมาใช้อีกครั้งก็ใช้ไม่ได้ทั้งที่เพิ่งกดใช้โค้ดเสียดายเลยส่วนลดตั้ง100,FALSE,punnnnn39
เลื่อนส่งบ่อยฉิบหาย เวลาส่งไม่เคยตรงเลย จะขึ้นเวลาไว้ทำไมถ้าทำไม่ได้,2021-03-10 06:17:51,1,ห่ว,FALSE,Golf997
ขั้นต่ำแพงขึ้นเรื่อย,2021-03-10 01:32:58,3,ขั้นต่ำแพงขึ้นเรื่อย ไม่น่าสั่งเท่าไหร่ นานทีถึงใช้,FALSE,Skypook
ยุ่งมาก,2021-03-09 15:19:53,1,"สั่งไม่ได้เพราะยุ่งมาก 555
ลาก่อนแพลตฟอร์มนี้",FALSE,ปกป้องสายทอง
ประทับใจตั้งแต่แรกเข้า,2021-03-08 05:36:52,5,ได้ส่วนลด แอปก็ใช้งานง่าย ตั้งค่าที่อยู่ง่ายกว่าแอปอื่นมากมาย,FALSE,ตี๋ใหญ่ บางกรวย
ไม่มีสินค้าให้ ยกเลิก หักเงินไปแล้ว ทำไมไม่คืนเงิน ลค,2021-03-09 10:40:13,1,แย่นะ ต้องให้ทวงอะ,FALSE,chok555555555
ค่าส่ง,2021-03-09 09:38:14,3,ปกติไม่มีค่าส่งนี่คะ ทำไมเมื่อวานสั่งเสียค่าส่ง,FALSE,ใส่ชื่อไหนก็มีแต่คนใช้งานแล้ว
Food panda,2021-03-09 08:09:19,4,ใช้งานงงนิดนึง ถ้าเทียบกับ grab หาโค้ดส่วนลดยาก แต่ค่าส่งถูกกว่า,FALSE,Moewdemy
แอปไม่เสถียร แย่มาก,2021-03-08 13:42:52,1,แอปไม่เสถียร ทำให้เสียเวลาในการใช้งาน รวมทั้งการตรวจสอบปัญหาที่ช้า ทำให้เสียโค้ดส่วนลดไปฟรีๆ โค้ดส่วนลดขึ้นว่าใช้ไปแล้ว ทั้งๆที่ยังไม่ได้ใช้ แย่มากครับ พนักงานก็โยนความผิดให้ลูกค้า,FALSE,หาเอาครับ
ภาษา,2021-03-08 07:06:58,1,ที่นี่ประเทศไทย ลงทะเบียนภาษาไทย ควรใช้ภาษาไทยในแอพ ชื่อเมนูอะไรของพวกคุณ ถ้าอยากให้มีภาษาอังกฤษก็ต้องมีภาษาไทยคู่กันด้วย แอพห่วยแตก,FALSE,ยพจะ่ำบำว
ชอบๆๆ,2021-03-08 03:24:05,5,โปรฯ งดงามมาก,FALSE,คุณหริ
ไม่สามารถใช้ส่วนลดได้,2021-03-08 04:56:53,1,ไม่สามารถใช้ส่วนลดที่ให้มาได้ แย่มากเลยค่ะ ไม่ว่าจะสั่งตอนกี่โมงก็ไม่สามารถใช้ได้จนถึงวันหมดอายุของคูปอง แบบนี้ก็ไม่น่าให้มาก็ได้มั้งคะ เสียความรู้สึกมากๆ,FALSE,eyekoalomy
ดี,2021-03-08 01:57:56,5,แซบดี,FALSE,สามพีพี
อร่อยมากค่ะ สะอาด ส่งไวด้วยค่ะ,2021-03-07 10:12:02,5,5 ดาวเต็มค่ะ,FALSE,ซารัง989599
ห่วย,2021-03-07 13:59:14,1,โค้ดส่วนลดห่าเหวไรไม่รู้ ใช้ก็ยาก ศูนย์ช่วยเหลือก็ไม่มีประสิทธิภาพ,FALSE,โสรยา ไหม
ช้ามากๆๆๆๆๆๆ,2021-03-07 12:58:58,1,ไรเดอร์ไม่กดรับ กดยกเลิกไม่ได้ คุยกับผนักงานก็ไม่ได้ จะให้กินตอนไหนคะ ระบบแย่มากค่ะ ควรปรับปรุง อย่าเอาเปรียบผู้บริโภค,FALSE,หิว!
ไม่ได้เงินคืน,2021-03-07 12:20:11,1,เคยไม่ได้เงินคืน 100บาท พอถามไปที่พนักงาน ก้อแคปหน้าจอว่าคืนแล้ว รอดำเนินการสุดท้ายไม่ได้คืน,FALSE,gtogunner
ระบบขัดข้องตลอด,2021-03-07 12:04:28,2,เข้าหน้าแอปมาก็ขึ้นว่าระบบขัดข้องตลอดทั้งๆที่ก็มีสัญญาณเน็ตและอัพเดทแอปแล้ว เป็นมาเดือนกว่าๆไท่หายสักที เลยต้องเปลี่ยนไปสั่งแกรป,FALSE,มยอง
ส่วนลดครั้งแรก,2021-03-07 11:15:53,1,ไม่สามารถใช้ส่วนลดสั่งครั้งแรกได้ อย่างงี้ไม่ต้องมีเลยดีกว่าค่ะ,FALSE,Bestie8
ไรเดอร์หน้าตาหล่อๆ,2021-03-07 09:28:55,5,ขอแบบหล่อๆมาส่งมั่งได้มั้ยคะ ไม่เอาเมือกๆ,FALSE,Tonkhowbb
อร่อยค่ะ,2021-03-07 06:47:50,5,อาหาร สะอาด อร่อย รสชาติตามสั่งเลย,FALSE,PaTHoNgKo
การใช้code ส่วนลด,2021-03-07 09:18:14,1,ระบบรวน ยังไม่ได้กดใช้ กดออกไปทำการเชื่อมต่อapp truemoney ระบบเด้งมาว่าใช้code ส่วนลดไปแล้ว แย่มากๆค่ะ ทำให้เสียcode ส่วนลดผู้ใช้ใหม่ไปเลย ทำให้เสียเงินเพิ่ม,FALSE,Peanutiiezzzz
Great,2021-03-05 07:46:22,5,คนส่งอาหารสุภาพ ไม่รีบร้อนขี่รถเร็วในซอยหมู่บ้านเล็กๆ,FALSE,tornbong
การซื้อสินค้า,2021-03-07 05:31:57,1,ใส่โค้ดลดราคาแล้วไม่สามารถจ่ายตังได้ ต้องจ่ายเต็มราคาถึงจะสั่งได้ค่ะ,FALSE,ปาล์มมี่ มี่
รออาหาร2ชั่วโมง สุดท้ายโดนยกเลิก,2021-03-06 18:53:37,1,พอเชื่อมกับเดบิต พอกดสั่งก็หักออกไปเลย ละยังต้องมาเสียเวลารอแบบไม่รู้จุดหมายอีก แย่,FALSE,Zuurazo
Teribble interface,2021-03-06 16:00:59,1,I get that you dont want to deal with people. But there is no way to track your drivers physical location to know hes near or not. Get with the program. Garbage app and zero customer service. Also electronic payments are a total hassle.,FALSE,dad_sox
สิ้นค้าเสียหาย,2021-03-06 08:10:20,1,ไม่ได้รับการชดเชยจากสิ้นค้าที่ได้รับความเสียหายเมื่อครั้งก่อนหน้า  ครั้งก่อนสั่งน้ำปั่น แล้วสินค้าเสียหายยังไม่ได้รับการชดเชย ?,FALSE,LIVER2020
ส่วนลดน้อย,2021-03-06 05:47:29,3,ส่วนลดน้อยใช้งานไม่ได้จริง,FALSE,worada w
เพิ่มเติม,2021-03-05 12:53:32,1,น่าจะมีช่องให้พิมพ์คำสั่งพิเศษค่ะ แก็บยังมีเลย เบื่อแพนด้าตรงนี้ค่ะ,FALSE,ธัญญา จารุ
ทำไมไม่คืนเงินกลับคะ,2021-03-05 09:17:13,1,คือเราสั่งอาหารไป สักพักเหมือนรายการอาหารอันหนึ่งมันหมด แอพก็ตัดออกจากรายการที่เราสั่งเลย แล้วเราจ่ายเงินไปก่อนหน้านี้แล้วทางทรูวอลเลตค่ะ พอแอพตัดออกเราก็รอเงินเข้าตรงส่วนอาหารที่เราจ่ายแต่เราไม่ได้ แต่รอแล้วรออีกก็ไม่คืนเงินกลับ คืออะไรคะ ค่อนข้างหัวร้อนมากค่ะ กินเสร็จแล้วรอเงินเข้า แต่ก็ยังไม่มี,FALSE,peppep16
ยอดเยี่ยมค่ะ,2021-03-04 10:53:38,5,ใช้งานง่ายมีบริการหลากหลาย ชอบที่สุดคือ pick-up ให้เราสั่งอาหารก่อน แล้วค่อยไปรับหน้าร้าน ทำให้ง่ายและไม่ต้องเข้าคิวรอ,FALSE,rainny_pink2525
ส่วนลด,2021-03-05 07:03:15,1,อยากให้มีการเก็บโค้ดส่วนลด,FALSE,".:,(?)&@?(฿!!&,,;฿!"
แย่,2021-03-05 04:50:13,1,"เวลารอที่ขึ้นไม่ตรงกับเวลาจริง ช้ากว่าตลอด
ร้านค้ายกเลิกออเดอร์ทั้งที่ลูกค้ารอนานแล้ว ยกเลิกแบบไม่มีเหตุผล",FALSE,bye ka
ค้นหาเมนูอะไรไม่ค่อยจะเจอ,2021-03-04 17:09:19,1,เวลาค้นหาเมนูอะไรไม่ค่อยจะได้ตามที่หา,FALSE,Kendo Kung
Code ส่วนลด,2021-03-04 14:12:51,4,บางอันยังไม่ได้ใช้เลยค่ะ ก็มีแจ้งเตือนขึ้นมาว่าจำกัดสิทธิ์แล้วหมายความว่ายังไงอ่ะค่ะ??,FALSE,นูน่าของควานลิน
รีวิว,2021-03-04 13:48:40,4,ดีค่ะ คนส่งดีพูดสุภาพ ส่งอาหารตามปกติแต่บางคนพูดไม่สุภาพเลยค่ะโกหกลูกค้าแล้วยังพูดเสียๆหายด้วยค่ะ,FALSE,sfyikoooo
Good Platform,2021-03-04 12:09:52,4,"All good only one problem that need to fix it 
If your rider dont pick up the food yet you cant contact to them",FALSE,Medicine corobob
สะดวก ง่าย,2021-03-04 10:34:58,5,ชอบตรงไม่เสียค่าส่ง แต่ได้ราคาเดิมค่ะ ????,FALSE,ณัฐพัชร์ จัง
ดี,2021-03-04 07:59:29,5,ใช้ง่าย ร้านค้าเยอะ โปรมาก,FALSE,Yuivru
วิธีการจ่ายเงิน,2021-03-04 04:46:40,5,ควรปรับปรุงให้มีกระเป๋าเงินได้แล้ว,FALSE,ดอนคาเล่ห์
ร้าน,2021-03-04 05:37:54,3, โปรดี!!!! แต่ร้านค้าน้อยมากครับ,FALSE,Khunpalm
Good service,2021-03-03 14:39:26,5,Thank you,FALSE,dr ashik
หาสินค้ายากมาก,2021-03-04 03:09:31,4,"ควรจัดหมวดหมู่อาหารให้ง่ายต่อการหา
หรือพิมพ์แค่คำเดียวก้อขึ้นชื่อให้เราหาได้",FALSE,มะยมลิ่นจี่
ระบบ,2021-03-03 17:46:09,1,ระบบห่วยแตก ห่วยแตกจริงๆ ไรเดอร์พูดจาเหมือนไปขอกิน ประสานงานแบบ งงๆ,FALSE,browniebeans
การรีวิวร้านค้า,2021-03-03 14:39:41,1,อยากให้มีการรีวิวย้อนหลังได้ค่ะ บางร้านสินค้า อาหาร ก็ไม่มีคุณภาพเลย บางร้านแย่ ถึงกับแย่มากๆ อาหารเน่าๆก็ยังกล้าจะเอามาขายกัน แอปควรตรวจสอบคุณภาพของร้านค้าบ้างนะคะ,FALSE,สัมรี่
ทันใจ,2021-03-03 10:17:20,5,ยอดเยี่ยม,FALSE,buchsaba
ใช้เวลานานในการจัดส่ง,2021-03-03 13:05:36,1,ในแอปบอกให้รอ 30 นาที แต่ 30 นาทีแบบวน 3-4 รอบ สรุปซัดไป ชั่วโมงครึ่ง ถ้าเลือกได้ใช้แอปอื่นเถอะครับ,FALSE,sirta13
ตอนสั่งอาหาร,2021-03-03 12:03:52,3,ไม่สามารถสั่งอาหารแยกประเภทกันได้ เช่น สั่งเบอร์2ชิ้น ต้องเป็นเนื้อทั้ง2ชิ้น จะเป็นเนื้อ1ชิ้นหรือไก่1ชิ้นไม่ได้,FALSE,pok vachi
ระยะทางในการจัดส่ง,2021-03-03 06:29:25,5,อยากให้ขยายระยะทางในการจัดส่ง สามารถเพิ่มค่าส่งสินค้าได้ ต่างจังหวัด ระยะทาง 5-7 กม ร้านมีให้เลือกน้อยค่ะ,FALSE,lookpas
ห่วย,2021-03-03 07:13:16,1,มาก,FALSE,ข้าวปู้น
สะดวก,2021-03-03 03:04:52,5,โปร เยอะ,FALSE,Armhr
ส่วนลดน้อย กว่าappอื่น,2021-03-03 04:39:23,1,ส่วนลดน้อย,FALSE,ณภัคร
การคิดราคา,2021-03-03 04:38:15,3,การคิดราคาสำหรับบางร้านที่ส่วนลดมันงงมาก ตอนเปิดหน้าเมนูเขียนส่วนลด พอสั่งแล้ว ไม่มีส่วนลด แต่มีบอกส่วนลดหน้ารวมรายการที่สั่ง ซึ่งราคาถูกต้องอะแหละ แต่ UI มันงงมาก ปรับ UI/UX ด่วนๆจ้า,FALSE,pierre1827
หักเงินแล้ว. แต่ไม่ได้รับorder ระบบไม่คืนเงินให้ลูกค้า. ลาก่อน ถอนการติดตั้ง,2021-03-03 04:14:40,1,หักเงินแล้ว. แต่ไม่ได้รับorder ระบบไม่คืนเงินให้ลูกค้า. ลาก่อน ถอนการติดตั้ง,FALSE,bsiiftby
Very Good,2021-03-02 11:22:20,5,I like it that I can chat with the driver. Good service.,FALSE,1821MR
Baddest delivery application ever,2021-03-02 16:18:26,1,"I order food but it was error so I decided not to eat it.20 minute later I saw that the driver brought me a food and my credit card was paid.So i contact help center and she said that the company will contact me in 30 minutes.I contact them again after 2 hours and she said I have to wait.But now it was 8 hours guys.I didnt get my money back.You company dont have a responsibility.It is not the first time that i have a problem with this app.If you dont have a talent to develop the application ,please stop doing that.",FALSE,idontwanttotellmyname
Avoid them worst service in town  worth zero star,2021-03-02 14:27:08,1,Worst service in town,FALSE,tang63
-,2021-03-02 13:25:32,3,บางทีหมุดก็ไม่ตรง ทั้งๆที่แจ้งที่อยู่ไปแล้ว แล้วฟู้ดก็ไปอีกที่หนึ่ง อยากให้ปรับปรุงค่ะ,FALSE,&@/฿;)/8/@;'ไทกาเ
ไม่โอเค,2021-03-02 11:57:55,1,ไม่ได้ ส่วนลด100ทั่งที่เป็นลูกค้าใหม่,FALSE,pindjhd
"สั่งได้เกิน 1,000 บาท",2021-03-02 10:08:53,5,ไม่มีเหมือน Lineman,FALSE,ป้อซ่า
???,2021-03-02 08:49:47,5,??,FALSE,???
การบริการ,2021-03-02 07:32:48,5,เรามีความสุขขึ้นเมื่อมีแพนด้า,FALSE,คนขายคอมฯ
แอพพัฒนาขึ้น,2021-03-02 05:12:28,5,ใช้งานขึ้นกว่าแต่ก่อน มีการชำระเงินได้หลายช่องทาง สะดวกดีครับ,FALSE,หลามน้อย
สามชั้นทอดน้ำปลา,2021-03-02 04:26:57,5,เคยกินแล้วอร่อยสุดๆ. เป็นเมนูที่ชอบบบบขอแนะนำ,FALSE,นิ๊ดนิด
การจัดส่งแย่มาก ช้า,2021-03-01 11:16:34,3,ช้า,FALSE,มืนิ
ปัญหา,2021-03-02 03:31:11,2,ข้อมูลบัตรเครดิต แก้ไขไม่ได้ หักไม่ผ่าน,FALSE,ped noi noi
ร้านค้ายกเลิกออเดอร์ แต่ระบบหักเงินไปแล้ว,2021-03-01 14:02:52,1,ชำระผ่าน wallet ระบบหักเงินไปเรียบร้อย แต่ร้านค้ายกเลิกออเดอร์ ทำไงต่อ? อยากได้เงินคืน ส่งข้อความไปก็เงียบหาย รับผิดชอบยังไงกรณีแบบนี้,FALSE,meker6677
ใช้บริการตลอด แต่ล่าสุดมีปัญหา,2021-03-01 13:09:59,1,ใช้บริการตลอด แต่ล่าสุดมีปัญหา กดสั่งอาหาร เลือกชำระเงิน ทรูวอลเลท ขึ้นชำระเงินไม่สำเร็จ แต่ยอดเงินถูกตัดออกไปให้กับฟู้ดแพนด้า ติดต่อแชทกับพนักงานบอกว่าเงินจะกลับมาภายใน24ชั่วโมง ตอนนี้เกินแล้วยอดเงินยังไม่เข้า แย่มาก ลบแอพ เลิกใช้,FALSE,ไปรยา แบตตี้
การบริการแอพแย่ค่ะ,2021-03-01 12:02:15,1,คือ ช่วงนี้สั่งบ่อยด้วยความที่ ยังอยู่ในช่วง มาตราการ โควิด บลาๆ แล้วคือ สั่งอาหารร้านนึงไป มันตัดเงินในบัตรเราไปแล้วค่ะ แต่คำสั่งซื้อในแอพไม่ขึ้น เลยทักศูนย์ไปส่งคำร้อง บอกว่าตัวแทนของเราจะตอบภายใน 24 ชม. คือ 24 ชม. แล้วค่ะ ยังไม่มีใครตอบเลยค่ะ  เลยทักเพจเฟสบุ้คของตัว Food panda ไป ก็ไม่ตอบค่ะ คือแย่ค่ะ เสียความรู้สึกกับแอพมากๆ จริงๆมันก็มีปัญหาเยอะ นะคะ ที่เจอมา แต่ตัวแอพยังจัดการได้ไม่ดีพออ่ะ การเข้าถึง customer service คุณ แย่มาก,FALSE,เบจางค์
ไม่ดี,2021-03-01 11:53:20,1,ยอดแย่ สมัครใหม่ไม่ได้โค้ดใหม่,FALSE,.lpi
รีวิว,2021-03-01 09:33:31,5,รวดเร็ว สะดวกมากๆ,FALSE,"ayoayekay,"
ผลไม้อร่อย,2021-03-01 08:01:49,5,ชอบตรงผลไม้แช่เย็นกรอบอร่อยค่ะ คุ้มราคา,FALSE,ต่าย มาริสา
ตัดเงินเราไปแต่ทางแอพบอกว่าทำรายการไม่สำเร็จ,2021-03-01 08:15:58,1,คือตัดเงินเราไปแต่บอกว่าทำรายการไม่สำเร็จนั้นแปลว่าเราโดนตัดเงินฟรี คุยกับเจ้าหน้าที่แล้วก็คือต้องรอเงินคืนอีก คือแบบของกินก็ไม่ได้ เงินก็ต้องรอคืนอีก แล้วระหว่างที่เรารอเราจะเอาเงินที่ไหนไปซื้ออะไรกินอะ คุณตัดเงินเราไปคุณไม่เห็นต้องรอเราเลยอะ ทีคืนเงินเราเราต้องรอคุณ ไม่ได้อะไรเป็นค่าเสียเวลาหรือค่ารอฟรีๆแบบนี้เลย,FALSE,ตัง..
ชอบมาก,2021-02-28 23:48:41,5,แอพดีมาก ดีกว่าเดิมเยอะ เริ่มอยากกลับมาใช้เพราะการจัดวางฟังชั่นในแอพดีขึ้น,FALSE,หมูจิ๋ว
ระบบการค้นหาเมนูอาหารห่วยแตก,2021-03-01 05:06:22,1,พิมพ์ชื่อแล้วขึ้นแต่ชื่อร้าน แล้วร้านนั้นก็ไม่มีเมนูที่พิมพ์ จะเด้งเอามาเพื่ออะไร หรือร้านที่มี ก็ต้องกดเข้าไปเพื่อเลื่อนหาเอง แล้วถ้าร้านที่มีเมนู 50+ รายการไม่เลื่อนหาจนตาแตกหรอ ช่วยคิดแนวทางการใช้แอพให้มันใช้ได้จริงด้วยค่ะ ก่อนเขาจะใช้แอพอื่นกันหมด,FALSE,Som Moize
ลดราคา,2021-03-01 01:58:39,2,ในเมนูร้านลดราคา แต่พอคิดราคาดันเป็นราคาเต็มซะงั้น งงมากๆ,FALSE,namwandd
เยี่ยม,2021-02-28 13:49:45,5,เยี่ยมมากๆ,FALSE,กาก้าค่ะ
ผิดหวังค่ะ,2021-02-28 19:21:21,1,อุตส่าห์ไว้ใจใช้ตลอด นี่ติดต่อเรื่องขอเงินคืนเพราะโดนตีดไปทั้งที่ไม่ได้ของ บอกรอ 24 ชม. ตอนนี้จะ 48 ชม. อยู่แล้วยังไม่มีความคืบหน้า,FALSE,เรอในลิฟต์
ถ้าส่งไวจะดีก่อนหนี้,2021-02-28 12:47:18,5,ส่งไวๆ,FALSE,นำ้ไส
แอพแย่,2021-02-28 13:42:24,1,ตัดเงินจากบัญชีแต่ไม่มีออเดอร์ไม่ขึ้น ไม่ได้รับสินค้า แนะนำว่าอย่าเสี่ยง เสียทั้งเงิน เสียทั้งความรู้สึก ไปใช้แอพอื่นที่เสถียรดีกว่า,FALSE,สสมาา
เจอค้างบน i12,2021-02-28 13:28:24,1,คือมันก็ยังจะค้างได้นะ เลิกๆไป,FALSE,Wellpoayed((
ก็ดี,2021-02-28 11:50:17,3,แอพดี หัก9บาทค่าส่งร้านในห้างก็จะติดภาษี แต่ชำระเงินออนไลน์ห่วนแตก สั่งอาหารไป208 บาท แอพหักเงินออกไป แต่ไม่ขึ้นสถานะอะไรเลย อาหารก็ไม่ได้แถมเสียเงินอีกและยังต้องชำระเงินปลายทางอีกสรุปเสียเงิน2อัน 1 ชำระออนไลน์ 2 ชำระเงินปลายทาง ได้อาหารมากิน1 อัน,FALSE,Customer9891
ห่วยแตกมาก,2021-02-28 12:46:25,1,ปัญหาเยอะ ติดต่อcall ก็ยาก.   หักเงินไปแล้วแต่ออเดอร์ไม่ขึ้น.   บอกจะคืนเงินแต่เงินก็ไม่เข้า ล่าสุดลบช่องทางติดต่อแชทออกจากแอพแล้วด้วย.  นี้เงินยังไม่ได้คืนแล้วยังติดต่อไม่ได้,FALSE,ริวริวริว
ห่วย,2021-02-28 12:18:13,1,สั่งอาหารไม่ได้จองแต่เสือกหักเงินในบัตร ติดต่อใครก็ไม่ได้แอดมินเพจก็เงียบกริบ อย่าขายของเลยค่ะ ถ้าไม่มีใครซัพพอร์ตลูกค้าเสียความรู้สึก ส้นเท้ามาก,FALSE,aoooaaoooo
